titulo,resumen,autor,fecha,url,sentiment_score,sentiment,medio,resumen_clean_adv,word_count,readability,sent_vader,sent_vader_cat,sent_bert,topic,prob_política,prob_economía,prob_deportes,prob_cultura,prob_tecnología,prob_salud,prob_educación,prob_medio ambiente,n_per,n_org,n_loc
"El gerente de Corabastos, Francisco Javier Salcedo, renunció por presión de la junta","Salcedo afirmó que parte de la decisión tomada por algunos miembros de la junta, fue por falta de confianza en algunos accionistas",Desconocido,2025-07-03,https://www.larepublica.co/empresas/el-gerente-de-corabastos-francisco-javier-salcedo-renuncio-por-presion-de-la-junta-4171297,0.0,neutral,larepublica.co,salcedo afirmar decisión tomado miembro junta falta confianza accionista,9,0.30000000000001137,0.0,neutral,1,política,0.4405072331428528,0.23004813492298126,0.056826066225767136,0.0454581119120121,0.051158323884010315,0.04793097451329231,0.07556019723415375,0.05251099541783333,0,0,0
"EPM finaliza la gestión de servicios de acueducto, alcantarillado y aseo en Quibdó","Empresas Públicas de Quibdó será la compañía que asuma completamente la operación de los tres servicios, tras un empalme con la compañía antioqueña",Desconocido,2025-07-03,https://www.larepublica.co/empresas/epm-finaliza-la-gestion-de-servicios-de-acueducto-alcantarillado-y-aseo-en-quibdo-4171298,0.0,neutral,larepublica.co,empresa público quibdó compañía asumir completamente operación servicio empalme compañía antioqueño,11,-4.293636363636352,0.0,neutral,5,salud,0.0038368164096027613,0.006429844535887241,0.0019255672814324498,0.0020890352316200733,0.005651101004332304,0.7477673888206482,0.00814793724566698,0.22415225207805634,0,0,0
Vaca Muerta despega impulsada por un experimento de libre mercado de Javier Milei,"Es un proyecto existencial para todos los involucrados, si Milei logra generar nueva riqueza petrolera, podría sacar al país del estancamiento económico",Desconocido,2025-07-03,https://www.larepublica.co/globoeconomia/vaca-muerta-despega-impulsada-por-un-experimento-de-libre-mercado-de-javier-milei-4171292,0.0,neutral,larepublica.co,proyecto existencial involucrado milei lograr generar riqueza petrolero sacar país estancamiento económico,12,25.455000000000013,0.0,neutral,5,economía,0.19564907252788544,0.7875763773918152,0.0016351401573047042,0.004279501270502806,0.00525612523779273,0.0012930446537211537,0.001388666103594005,0.0029220518190413713,0,0,0
"Desde 2002, un canciller tiene una media de duración de 27 meses en su cargo",Laura Sarabia renunció al ministerio de Relaciones Exteriores luego de estar cinco meses al frente de la cartera,Desconocido,2025-07-03,https://www.larepublica.co/economia/desde-2002-un-canciller-tiene-una-media-de-duracion-de-27-meses-en-su-cargo-4171291,0.0,neutral,larepublica.co,laura sarabio renunciar ministerio relación exterior mes frente cartera,9,0.30000000000001137,0.0,neutral,1,política,0.2506561279296875,0.1411285400390625,0.04955677315592766,0.10264690965414047,0.05219671502709389,0.1512148380279541,0.07264532893896103,0.1799546778202057,0,0,0
BlackRock está considerando vender su participación en gasoductos de Saudi Aramco,"La firma estadounidense evaluará otras opciones para el activo si las conversaciones no llegan a un acuerdo, según algunas de las fuentes",Desconocido,2025-07-03,https://www.larepublica.co/globoeconomia/blackrock-esta-considerando-vender-su-participacion-en-gasoductos-de-saudi-aramco-4171282,-0.296,negative,larepublica.co,firma estadounidense evaluar opción activo conversación llegar fuente,8,-12.784999999999997,0.0,neutral,1,economía,0.08631188422441483,0.3083081543445587,0.0734015628695488,0.12591852247714996,0.1190718486905098,0.08325260132551193,0.06585733592510223,0.13787811994552612,0,0,0
Eliminación de subsidios al diésel llega a equivaler una tributaria para el Gobierno,"Para la Asociación Colombiana de Petróleo, el subsidio alcanza $8 billones; mientras que el Gobierno señaló que este supera $10 billones",Desconocido,2025-07-03,https://www.larepublica.co/economia/la-eliminacion-de-los-subsidios-al-diesel-equivale-a-una-reforma-tributaria-4171277,0.0,neutral,larepublica.co,asociación colombiano petróleo subsidio alcanzar     billón gobierno señalar superar      billón,10,10.564999999999998,0.0,neutral,1,economía,0.08088211715221405,0.46161460876464844,0.03233258053660393,0.032374877482652664,0.11760834604501724,0.037680283188819885,0.019235869869589806,0.21827127039432526,0,0,0
"Petro discrepa de la postura política y climática de Macron, el francés le pidió respeto","Gustavo Petro criticó la ""superioridad"" de Esatdos Unidos y Europa, ante esto, el mandatario francés pidió que se trabajara más y se dieran menos lecciones",Desconocido,2025-07-03,https://www.larepublica.co/economia/petro-discrepa-de-la-postura-politica-y-climatica-de-macron-el-frances-le-pidio-respeto-4171262,0.0,neutral,larepublica.co,gustavo petro criticar superioridad esatdos unido europa mandatario francés pedir trabajar lección,12,4.305000000000007,0.0,neutral,1,política,0.5282672047615051,0.0046015246771276,0.0013417901936918497,0.020010359585285187,0.0014016819186508656,0.0049995663575828075,0.41995030641555786,0.019427519291639328,0,0,0
El oro cede sobre US$3.340 a la espera de los nuevos datos de empleo en Estados Unidos,"Se espera que el informe de nóminas no agrícolas, previsto para el jueves, muestre un aumento de 110.000 puestos de trabajo en junio",Desconocido,2025-07-03,https://www.larepublica.co/finanzas/precio-del-oro-hoy-3-de-julio-de-2025-4171274,-0.296,negative,larepublica.co,esperar informe nómina agrícola previsto jueves mostrar aumento          puesto trabajo junio,11,11.088181818181852,0.0,neutral,3,economía,0.11983805149793625,0.5895882844924927,0.03136887773871422,0.05507810786366463,0.04950374737381935,0.053247250616550446,0.030494466423988342,0.07088126987218857,0,0,0
Un asesor de subastas de Citgo Petroleum recomienda una oferta de reserva de oro,,Desconocido,2025-07-03,https://www.larepublica.co/globoeconomia/un-asesor-de-subastas-de-citgo-petroleum-recomienda-una-oferta-de-reserva-de-oro-4171270,0.0,neutral,larepublica.co,nar,1,121.22000000000003,0.0,neutral,3,economía,0.2247566133737564,0.23712579905986786,0.05919152870774269,0.10129979252815247,0.11073438823223114,0.10010075569152832,0.09444919973611832,0.07234186679124832,0,0,0
Superintendencia de Sociedades confirmó proceso de liquidación para Marchen S.A.,"La Supersociedades tomó la decisión de apertura del proceso liquidatorio con el fin de ""proteger el patrimonio empresarial y salvaguardar el orden crediticio""",Desconocido,2025-07-03,https://www.larepublica.co/empresas/superintendencia-de-sociedades-confirmo-proceso-de-liquidacion-para-marchen-s-a-4171243,0.0,neutral,larepublica.co,supersociedad tomar decisión apertura proceso liquidatorio proteger patrimonio empresarial salvaguardar orden crediticio,12,-66.19500000000002,0.0,neutral,5,política,0.5983560681343079,0.30395200848579407,0.02279169298708439,0.013684093952178955,0.024349596351385117,0.014802788384258747,0.01258938666433096,0.009474353864789009,0,0,0
"Un terremoto de magnitud preliminar de 5,5 sacudió partes del suroeste de Japón","El epicentro del seísmo se situaba frente a la costa de la cadena de islas de Tokara, en la prefectura de Kagoshima, a casi 1.200 kilómetros de Tokio",Desconocido,2025-07-03,https://www.larepublica.co/globoeconomia/un-terremoto-de-magnitud-preliminar-de-5-5-sacudio-partes-del-suroeste-de-japon-4171258,0.0,neutral,larepublica.co,epicentro seísmo situar frente costa cadena isla tokara prefectura kagoshima        kilómetro tokio,12,18.405,0.0,neutral,1,salud,0.0771983191370964,0.09254904091358185,0.08384378999471664,0.10737795382738113,0.11918199807405472,0.25591400265693665,0.11016583442687988,0.1537690907716751,0,0,0
Everfit solicitó la admisión al proceso de liquidación judicial ante la Supersociedades,"En la solicitud presentada, la compañía reportó un activo total por $37.777 millones y pasivos por $31.416 millones con corte al 31 de mayo",Desconocido,2025-07-03,https://www.larepublica.co/empresas/everfit-solicito-la-admision-al-proceso-de-liquidacion-judicial-ante-la-supersociedades-4171242,0.0,neutral,larepublica.co,solicitud presentado compañía reportar activo          millón pasivo          millón corte     mayo,10,-23.274999999999977,0.0,neutral,1,economía,0.04087131842970848,0.6324414610862732,0.10813143849372864,0.03051249124109745,0.08948061615228653,0.05470326170325279,0.02159641683101654,0.022263042628765106,0,0,0
"Francia multa a Shein con US$47,17 millones por unas prácticas comerciales engañosas","La agencia dijo que Infinite Style E-Commerce, que gestiona las ventas de la marca Shein, había engañado a los clientes sobre los descuentos",Desconocido,2025-07-03,https://www.larepublica.co/globoeconomia/francia-multa-a-shein-con-us-47-17-millones-por-unas-practicas-comerciales-enganosas-4171249,0.0,neutral,larepublica.co,agencia infinitar style commerce gestionar venta marca shein engañar cliente descuento,11,26.470000000000027,0.0,neutral,1,economía,0.36589479446411133,0.5087671875953674,0.008961377665400505,0.059179529547691345,0.020026681944727898,0.009552890434861183,0.02095179632306099,0.006665768567472696,0,0,0
Diogo Jota,"Diogo Jota, futbolista portugués del Liverpool y su hermano, fallecieron este jueves en un accidente de tránsito en España",Desconocido,2025-07-03,https://www.larepublica.co/obituarios/fallecio-diogo-jota-futbolista-portugues-del-liverpool-4171245,0.0,neutral,larepublica.co,diogo jota futbolista portugués liverpool hermano fallecer jueves accidente tránsito españa,11,-4.293636363636352,0.0,neutral,1,deportes,0.06818164139986038,0.03358142822980881,0.7589929699897766,0.02964647114276886,0.026007406413555145,0.02490152418613434,0.024676501750946045,0.03401205316185951,0,0,0
Cámara se acerca a la aprobación del proyecto de ley de Trump tras noche de debate,"""Tenemos los votos"", declaró el presidente de la Cámara de Representantes, Mike Johnson, a la prensa poco después de las 3 de la madrugada del jueves",Desconocido,2025-07-03,https://www.larepublica.co/globoeconomia/camara-se-acerca-a-la-aprobacion-del-proyecto-de-ley-de-trump-tras-noche-de-debate-4171238,0.0,neutral,larepublica.co,voto declarar presidente cámara representante mike johnson prensa madrugada jueves,10,19.025000000000006,0.0,neutral,1,política,0.6735236048698425,0.042127251625061035,0.0447995588183403,0.08483271300792694,0.045870065689086914,0.03328605368733406,0.0348479226231575,0.04071277379989624,0,0,0
“La planta de tratamiento Canoas se adjudicará en el primer semestre de 2026”,"Natasha Avendaño, gerente de Acueducto y Alcantarillado de Bogotá, habló del futuro del proyecto y el balance postracionamiento",Desconocido,2025-07-03,https://www.larepublica.co/economia/entrevista-con-natasha-avendano-gerente-de-la-eaab-sobre-el-avance-del-proyecto-de-tratamiento-de-aguas-residuales-4171066,0.0,neutral,larepublica.co,natasha avendaño gerente acueducto alcantarillado bogotá hablar futuro proyecto balance postracionamiento,11,-27.366363636363587,0.0,neutral,5,medio ambiente,0.1080499216914177,0.19997037947177887,0.08284981548786163,0.036934856325387955,0.11072717607021332,0.18480125069618225,0.03380293399095535,0.24286365509033203,0,0,0
La universidad debe ser el laboratorio de paz que el país necesita,"La universidad no puede ser el reflejo del país, todo lo contrario, en momentos de crisis debe iluminar el camino de la sociedad",Desconocido,2025-07-03,https://www.larepublica.co/analisis/jose-ismael-pena-reyes-3960471/la-universidad-debe-ser-el-laboratorio-de-paz-que-el-pais-necesita-4170822,-0.743,negative,larepublica.co,universidad reflejo país contrario momento crisis deber iluminar camino sociedad,10,-23.274999999999977,-0.6249,negative,5,educación,0.006491394247859716,0.0005699624307453632,0.00027782507822848856,0.05837805196642876,0.0004119840159546584,0.011791189201176167,0.9211461544036865,0.0009334773058071733,0,0,0
Doña Nydia y la solidaridad,"Doña Nydia vivió en carne propia los rigores de la violencia en Colombia; su hija fue vilmente asesinada y hoy su nieto Miguel libra una lucha por la vida, que los colombianos sentimos como propia",Desconocido,2025-07-03,https://www.larepublica.co/analisis/alfredo-sarmiento-narvaez-3420523/dona-nydia-y-la-solidaridad-4170839,0.0,neutral,larepublica.co,doña nydio vivir carne rigor violencia colombia hija vilmente asesinado nieto miguel librar lucha vida colombiano sentir,17,15.403529411764737,0.0,neutral,1,salud,0.3744060695171356,0.004478352144360542,0.0037380154244601727,0.012681976892054081,0.0018247806001454592,0.539539098739624,0.020208030939102173,0.043123647570610046,0,0,0
Cambios en las Juntas Directivas en las 1.000 empresas más grandes de 2024,Llegadas a nuevos cargos y coyunturas políticas marcaron rumbo de alta gerencia de las 10 empresas que más facturaron en 2024,Desconocido,2025-07-03,https://www.larepublica.co/especiales/las-mil-empresas-mas-grandes-de-2024/los-cambios-dentro-de-las-juntas-directivas-de-las-1-000-empresas-mas-grandes-de-2024-4170610,0.0,neutral,larepublica.co,llegado cargo coyuntura política marcar rumbo alto gerencia     empresa facturar     ,10,2.105000000000018,0.0,neutral,5,política,0.7361283898353577,0.25269797444343567,0.0011763995280489326,0.0028581067454069853,0.0013979134382680058,0.0016123376553878188,0.001164962537586689,0.00296395574696362,0,0,0
"Esenttia MB y Ecodiesel Colombia, las empresas que lideran el grupo de 401 a 500","Las organizaciones de este club registraron utilidades netas totales superiores a $4,7 billones, lo que representó una reducción de 36,2% frente a 2023",Desconocido,2025-07-03,https://www.larepublica.co/especiales/las-mil-empresas-mas-grandes-de-2024/ranking-de-las-empresas-mas-grandes-de-colombia-2024-puestos-401-a-500-4170273,0.0,neutral,larepublica.co,organización club registrar utilidad neto superior       billón representar reducción        frente     ,10,-31.734999999999985,0.5423,positive,3,economía,0.047916244715452194,0.4479861557483673,0.040484100580215454,0.03968856483697891,0.04773717373609543,0.025667641311883926,0.032620079815387726,0.31790006160736084,0,0,0
“El sector asegurador no se puede quedar atrás en la transición digital del mercado local”,"Angélica Ardila, directora ejecutiva de la asociación Insurtech Colombia, dijo que la adopción de seguros puede incidir en una mayor inclusión financiera",Desconocido,2025-07-03,https://www.larepublica.co/finanzas/entrevista-con-angelica-ardila-directora-ejecutiva-de-insurtech-4171055,0.0,neutral,larepublica.co,angélico ardila directora ejecutivo asociación insurtech colombia adopción seguro incidir inclusión financiero,12,-37.994999999999976,0.0,neutral,4,tecnología,0.008033392019569874,0.1535382717847824,0.0017365835374221206,0.0034417840652167797,0.8190721869468689,0.007876334711909294,0.0016047513345256448,0.004696671850979328,0,0,0
Las grandes empresas que ganaron terreno en el sector farmacéutico el año pasado,"La industria farmacéutica y química en Colombia es una pieza clave en la economía nacional. De hecho, este sector aportó 2,8% al PIB en 2024",Desconocido,2025-07-03,https://www.larepublica.co/especiales/las-mil-empresas-mas-grandes-de-2024/las-empresas-mas-grandes-del-sector-farmaceutico-en-colombia-en-2024-4169687,0.0,neutral,larepublica.co,industria farmacéutico químico colombia pieza clave economía nacional sector aportar       pib     ,11,-11.98454545454544,0.0,neutral,5,economía,0.0012871844228357077,0.6667502522468567,0.0008042853442020714,0.0008868143195286393,0.006180243566632271,0.322017103433609,0.0008666228386573493,0.001207484514452517,0,0,0
Essa se mantuvo en 2024 como la empresa líder de la región oriental,"Marval ha venido mostrando una caída estrepitosa en los ingresos de los últimos años, la constructora aterrizó en el quinto puesto de Las Mil Más Grandes",Desconocido,2025-07-03,https://www.larepublica.co/especiales/las-mil-empresas-mas-grandes-de-2024/las-empresas-mas-grandes-de-la-region-oriente-en-2024-4170682,0.34,positive,larepublica.co,marval venir mostrar caída estrepitós ingreso año constructora aterrizar quinto puesto mil,12,39.55500000000001,0.0,neutral,1,economía,0.015383227728307247,0.8229763507843018,0.015852060168981552,0.011967367492616177,0.06281981617212296,0.018144870176911354,0.029898494482040405,0.022957760840654373,0,0,0
"Las empresas más grandes del Pacífico en 2024 sumaron $107,8 billones en ingresos","En la región Pacífico las cinco primeras empresas más vendedoras acumularon 1,9% del PIB Nacional, entre ellas lideran Celsia Colombia, Carvajal y Emcali",Desconocido,2025-07-03,https://www.larepublica.co/especiales/las-mil-empresas-mas-grandes-de-2024/las-empresas-mas-grandes-del-pacifico-en-2024-sumaron-107-8-billones-en-ingresos-4170276,0.0,neutral,larepublica.co,región pacífico empresa vendedora acumular       pib nacional liderar celsia colombio carvajal emcali,12,-16.845,0.0,neutral,5,economía,0.049836404621601105,0.6599047780036926,0.03607858717441559,0.04511161148548126,0.04217813163995743,0.053426340222358704,0.04242788255214691,0.07103625684976578,0,0,0
Fe,"Lo que en la vida realmente nos hace invencibles es la fe; solo la fe es capaz de lograr lo que muchos no son capaces de imaginar. El fútbol como la vida, sin fe, no son posibles, no son concebibles",Desconocido,2025-07-03,https://www.larepublica.co/analisis/yamid-amat-serna-3948786/fe-4170834,-0.8481,negative,larepublica.co,vida realmente invencible capaz lograr capaz imaginar fútbol vida concebibl,10,-6.35499999999999,0.0,neutral,5,deportes,0.03092990070581436,0.05675188824534416,0.42511987686157227,0.015235834755003452,0.005215710029006004,0.4041459262371063,0.05277067422866821,0.009830193594098091,0,0,0
Las empresas más grandes del país invierten en herramientas de IA,Dentro de las optimizaciones que brindan las nuevas tecnologías están la implementación de modelos predictivos y la optimización de tiempo,Desconocido,2025-07-03,https://www.larepublica.co/especiales/las-mil-empresas-mas-grandes-de-2024/las-empresas-mas-grandes-del-pais-invierten-en-herramientas-de-inteligencia-artificial-4170119,0.0,neutral,larepublica.co,optimización brindar tecnología implementación modelo predictivo optimización tiempo,8,-23.359999999999985,0.0,neutral,3,tecnología,0.0028460596222430468,0.00765282241627574,0.00139868282712996,0.0015801215777173638,0.9825295805931091,0.001008744235150516,0.0011578705161809921,0.0018261841032654047,0,0,0
Las remesas crecen al mismo ritmo del petróleo y de la inversión extranjera directa,"El reporte más reciente del Banco de la República muestra que hasta mayo ingresaron US$5.323 millones, CASI 15% más  de lo registrado en el mismo periodo de 2024",Desconocido,2025-07-03,https://www.larepublica.co/economia/las-remesas-crecen-al-mismo-ritmo-del-petroleo-y-la-inversion-extranjera-directa-4171087,0.0,neutral,larepublica.co,reporte reciente banco república mostrar mayo ingresar        millón      registrado periodo     ,10,2.105000000000018,0.0,neutral,1,economía,0.005187434609979391,0.9584401249885559,0.003014665562659502,0.005299157928675413,0.0033073844388127327,0.007043495774269104,0.0028203967958688736,0.014887400902807713,0,0,0
"Reficar, Avianca y Promigas, las empresas que más pesan en las cuentas del Caribe","Entre estas compañías destacan gigantes de sectores estratégicos como refinación de petróleo, transporte aéreo y energía",Desconocido,2025-07-03,https://www.larepublica.co/especiales/las-mil-empresas-mas-grandes-de-2024/las-empresas-mas-grandes-de-caribe-en-2024-4170264,0.0,neutral,larepublica.co,compañía destacar gigante sector estratégico refinación petróleo transporte aéreo energía,10,27.485000000000014,0.0,neutral,5,economía,0.020923463627696037,0.6733942627906799,0.01794714480638504,0.014255630783736706,0.10043911635875702,0.010498183779418468,0.009075234644114971,0.15346702933311462,0,0,0
